epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,4.009759902954102,
0,99,,3.1715283393859863,
0,149,,3.035464286804199,
0,199,,2.8734776973724365,
0,199,,,0.07308106869459152
0,199,5.473430156707764,,
1,249,,2.577073097229004,
1,299,,2.3924977779388428,
1,349,,2.3662755489349365,
1,399,,2.181204319000244,
1,399,,,0.04483794420957565
1,399,2.452012538909912,,
2,449,,2.1015710830688477,
2,499,,2.091970205307007,
2,549,,1.9568880796432495,
2,599,,1.9209327697753906,
2,599,,,0.03948788717389107
2,599,2.0497233867645264,,
3,649,,1.723402738571167,
3,699,,1.7920680046081543,
3,749,,1.733524203300476,
3,799,,1.7178775072097778,
3,799,,,0.03446827828884125
3,799,1.7647788524627686,,
4,849,,1.6392345428466797,
