epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,4.356520652770996,
0,99,,3.3505215644836426,
0,149,,2.7392020225524902,
0,199,,2.764591932296753,
0,249,,2.6670377254486084,
0,299,,2.4384799003601074,
0,349,,2.2951126098632812,
0,399,,2.4057466983795166,
0,449,,2.3403687477111816,
0,499,,2.0508899688720703,
0,549,,1.9239388704299927,
0,599,,1.9735242128372192,
0,649,,1.8058226108551025,
0,699,,1.7039920091629028,
0,749,,1.6251342296600342,
0,799,,1.7343859672546387,
0,849,,1.6862050294876099,
0,899,,1.4599223136901855,
0,949,,1.6583971977233887,
0,999,,1.6822799444198608,
0,1038,,,0.17229169607162476
0,1038,2.602349281311035,,
1,1049,,1.5058887004852295,
1,1099,,1.574838638305664,
1,1149,,1.4341822862625122,
1,1199,,1.46540367603302,
1,1249,,1.3596047163009644,
1,1299,,1.4269517660140991,
1,1349,,1.46035897731781,
1,1399,,1.2725508213043213,
1,1449,,1.2863094806671143,
1,1499,,1.2124520540237427,
1,1549,,1.2308385372161865,
1,1599,,1.277634620666504,
1,1649,,1.141981601715088,
1,1699,,1.1098864078521729,
1,1749,,1.1322968006134033,
1,1799,,1.107733964920044,
1,1849,,1.0663496255874634,
1,1899,,1.099157452583313,
1,1949,,1.0032010078430176,
1,1999,,1.143148422241211,
1,2049,,0.9039930105209351,
